term_id,zh-CN,ko
3327,鹫翼天翔,비상하는 독수리
3328,鹰扬虎视,위풍당당
3329,鹿boss技能,사슴 BOSS스킬
3330,鹿boss普攻,사슴boss일반공격
3331,麒麟,기린
3332,麒麟牙,기린아
3333,麒麟臂,기린팔
3334,麝香,사향
3335,麟火金,인화금
3336,麟焰,린염
3337,麦尔,도미닉
3338,麻平山,마평산
3339,麻薯,경단
3340,麻袋,자루
3341,麻雀,참새
3342,黄子思,황자사
3343,黄宝石,토파즈
3344,黄庭木,황정목
3345,黄桐,황동나무
3346,黄瓜,오이
3347,黄级,황급
3348,黄萧,황소
3349,黄金VIP,골드 VIP
3350,黄金VIP.季度卡,골드VIP.분기카드
3351,黄金盒,황금상자
3352,黄金级,황금 레벨
3353,黄风,황풍
3354,黎明,여명
3355,黑乃,스타크
3356,黑商,암상인
3357,黑子,리즈
3358,黑山羊,검은 산양
3359,黑市,암시장
3360,黑心剑,흑심검
3361,黑橡林,검은 나무의 숲
3362,黑沼,저스틴
3363,黑法师,흑마법사
3364,黑铁,흑철
3365,黑风寨,흑풍채
3366,黑魔法,흑마법
3367,黑魔蛛,흑마주
3368,默亡,묵망
3369,黛莉拉,데릴라
3370,鼎盛,전성기
3371,鼠族,렛맨
3372,齐乐镇,제악진
3373,齐浩服,제호
3374,龙众,나가
3375,龙印,용인
3376,龙宇,용우
3377,龙战玄黄,용전
3378,龙晶珠,용정주
3379,龙泉,용천
3380,龙泉枪,용천창
3381,龙渊,용연
3382,龙炉,용로
3383,龙珠,용주
3384,龙神,용신
3385,龙神巨剑,용신의 검
3386,龙神弓,용신궁
3387,龙脉,용맥
3388,龙踏,용답
3389,龙逸,용일
3390,龙陨,용운
3391,龙骨扇,용골부채
3392,龙鳞护体,용비늘
3393,龟图,귀도
3394,龟烟,귀연
3395,龟苓膏,자라 젤리
3396,龟龟币,거북화폐
